@relation MIXED
@attribute v {False,True}
@attribute w {False,True}
@attribute x real
@attribute y real
@attribute class {p,n}

@data
True,False,0.040,0.003,p
True,False,0.638,0.199,p
False,True,0.718,0.003,p
True,False,0.506,0.536,n
True,True,0.740,0.715,p
False,True,0.216,0.783,p
True,True,0.113,0.191,p
True,False,0.548,0.216,p
True,False,0.317,0.394,p
False,True,0.775,0.936,n
True,False,0.886,0.457,p
False,False,0.293,0.970,n
False,False,0.879,0.778,n
False,True,0.956,0.892,n
True,False,0.786,0.894,n
True,True,0.587,0.466,p
False,True,0.725,0.633,p
False,True,0.537,0.638,n
False,False,0.199,0.299,n
True,True,0.859,0.263,p
True,True,0.623,0.790,p
True,True,0.826,0.575,n
False,False,0.982,0.790,n
False,False,0.023,0.830,n
False,False,0.703,0.408,n
True,False,0.915,0.702,n
True,False,0.672,0.706,p
False,False,0.959,0.668,n
False,False,0.527,0.930,n
True,False,0.068,0.512,p
True,True,0.508,0.603,p
False,False,0.138,0.247,n
False,False,0.651,0.006,n
True,False,0.208,0.994,n
True,True,0.130,0.506,p
True,False,0.498,0.394,n
True,False,0.421,0.878,n
False,True,0.496,0.917,n
False,True,0.033,0.657,n
True,True,0.939,0.750,p
True,True,0.278,0.680,p
True,True,0.640,0.847,p
False,True,0.625,0.207,n
True,False,0.524,0.438,n
True,False,0.264,0.195,n
False,True,0.677,0.701,n
True,True,0.465,0.356,p
True,True,0.450,0.945,p
False,False,0.882,0.090,n
False,False,0.184,0.338,n
True,False,0.764,0.761,n
True,True,0.319,0.295,n
True,False,0.469,0.052,p
False,True,0.250,0.679,p
False,False,0.051,0.655,n
False,True,0.067,0.083,p
False,False,0.830,0.031,p
False,False,0.216,0.153,n
False,False,0.414,0.499,n
False,False,0.588,0.561,n
True,True,0.332,0.424,p
False,True,0.027,0.077,p
False,True,0.865,0.211,p
False,False,0.648,0.242,n
True,True,0.315,0.462,p
False,False,0.312,0.925,n
False,False,0.158,0.214,n
True,True,0.285,0.271,p
True,False,0.293,0.990,n
False,False,0.863,0.525,p
False,False,0.146,0.393,n
True,True,0.084,0.637,p
True,False,0.720,0.151,p
True,False,0.150,0.146,p
False,True,0.553,0.566,n
True,True,0.295,0.489,p
True,True,0.117,0.049,p
True,True,0.307,0.933,p
True,False,0.285,0.174,p
False,False,0.391,0.698,n
False,True,0.740,0.580,n
True,True,0.516,0.825,p
False,True,0.230,0.620,p
False,False,0.055,0.667,n
False,False,0.179,0.596,n
True,False,0.996,0.011,p
True,True,0.743,0.569,p
False,False,0.764,0.968,n
False,True,0.458,0.264,n
True,True,0.884,0.798,p
False,True,0.201,0.788,n
False,True,0.160,0.901,n
True,True,0.811,0.956,n
False,True,0.779,0.711,p
True,False,0.499,0.352,n
True,True,0.115,0.122,p
True,True,0.662,0.138,n
True,False,0.060,0.605,n
True,True,0.094,0.168,p
False,False,0.794,0.076,n
True,False,0.088,0.107,p
False,True,0.466,0.881,n
True,False,0.002,0.017,n
False,False,0.643,0.965,n
False,True,0.901,0.313,p
True,False,0.499,0.493,n
True,False,0.015,0.588,n
True,False,0.714,0.289,p
True,False,0.983,0.838,n
False,False,0.247,0.993,n
False,False,0.959,0.556,n
True,False,0.062,0.295,p
True,True,0.024,0.243,p
True,True,0.352,0.018,p
False,False,0.016,0.565,n
True,False,0.146,0.434,n
True,True,0.924,0.434,p
True,False,0.509,0.256,n
True,False,0.621,0.957,n
False,True,0.191,0.047,p
False,True,0.487,0.037,p
False,False,0.084,0.711,n
False,False,0.066,0.742,n
False,False,0.267,0.129,n
True,True,0.592,0.795,p
True,True,0.912,0.165,p
False,True,0.986,0.166,p
False,True,0.587,0.465,p
False,False,0.754,0.094,n
True,False,0.075,0.182,p
False,False,0.109,0.833,n
True,True,0.530,0.154,p
True,True,0.275,0.506,p
True,False,0.681,0.638,n
False,True,0.655,0.106,p
True,False,0.350,0.309,p
True,False,0.678,0.519,p
True,False,0.361,0.888,n
True,False,0.434,0.529,n
False,True,0.268,0.036,p
False,False,0.419,0.560,n
True,False,0.600,0.371,n
False,False,0.574,0.737,n
True,False,0.976,0.470,p
True,True,0.601,0.131,p
True,False,0.816,0.881,n
False,False,0.215,0.128,n
True,False,0.739,0.049,p
False,True,0.419,0.994,n
False,False,0.742,0.192,n
False,False,0.472,0.029,n
True,True,0.570,0.131,p
True,False,0.173,0.030,p
True,True,0.546,0.550,p
True,True,0.276,0.540,p
False,False,0.835,0.920,n
False,True,0.203,0.677,p
True,True,0.461,0.669,p
False,True,0.059,0.421,p
False,True,0.984,0.889,n
True,False,0.819,0.961,n
True,False,0.022,0.028,p
True,True,0.727,0.646,p
False,True,0.179,0.277,p
False,False,0.350,0.414,n
False,True,0.615,0.058,p
True,True,0.180,0.198,p
True,False,0.314,0.883,n
False,True,0.292,0.278,p
True,False,0.920,0.084,p
True,False,0.246,0.716,p
False,False,0.616,0.153,n
False,True,0.570,0.537,n
True,False,0.101,0.061,p
True,False,0.435,0.858,n
True,False,0.952,0.309,p
False,True,0.299,0.709,p
True,False,0.790,0.604,n
True,False,0.531,0.025,p
True,True,0.962,0.248,p
True,False,0.107,0.025,p
True,False,0.409,0.434,n
False,False,0.894,0.279,n
True,True,0.618,0.373,p
True,True,0.721,0.394,p
False,True,0.872,0.620,p
False,True,0.277,0.468,p
True,True,0.093,0.800,n
False,True,0.914,0.803,n
True,False,0.497,0.711,n
False,False,0.587,0.576,n
False,True,0.841,0.484,p
True,True,0.242,0.089,p
False,False,0.017,0.029,n
True,True,0.825,0.262,p
True,False,0.291,0.457,p
True,False,0.802,0.688,p
True,False,0.321,0.188,p
True,False,0.899,0.644,n
False,False,0.880,0.098,n
False,False,0.173,0.450,n
True,False,0.831,0.435,p
False,False,0.117,0.353,p
True,False,0.677,0.611,n
False,False,0.188,0.365,n
False,True,0.351,0.792,n
True,False,0.640,0.588,n
False,True,0.694,0.648,n
True,False,0.800,0.095,p
True,True,0.386,0.328,p
True,False,0.690,0.906,n
True,False,0.255,0.958,n
False,False,0.325,0.489,n
False,False,0.954,0.276,n
False,False,0.964,0.407,p
False,False,0.524,0.004,p
True,True,0.279,0.440,p
True,True,0.818,0.198,p
False,False,0.211,0.344,n
False,False,0.811,0.847,n
True,False,0.707,0.911,n
False,False,0.394,0.943,n
False,True,0.634,0.444,n
False,True,0.514,0.209,n
True,True,0.355,0.875,p
True,False,0.721,0.728,n
True,True,0.915,0.222,p
False,False,0.168,0.098,n
False,False,0.916,0.538,n
False,False,0.080,0.059,p
False,True,0.804,0.010,p
False,True,0.316,0.336,p
True,False,0.757,0.930,n
False,False,0.132,0.123,n
True,True,0.349,0.417,p
False,True,0.410,0.166,p
False,False,0.145,0.999,n
True,False,0.468,0.738,n
False,False,0.824,0.918,n
True,False,0.508,0.824,n
True,True,0.563,0.684,p
True,False,0.574,0.567,n
True,False,0.062,0.981,n
True,True,0.135,0.411,p
True,True,0.357,0.768,n
True,True,0.760,0.752,p
True,True,0.266,0.434,n
False,True,0.246,0.532,p
True,False,0.154,0.100,p
False,True,0.848,0.835,n
True,True,0.882,0.469,p
False,False,0.762,0.010,n
False,False,0.922,0.575,n
True,False,0.290,0.802,n
True,True,0.068,0.335,n
True,False,0.397,0.320,p
False,False,0.044,0.250,n
True,False,0.893,0.814,n
True,False,0.130,0.374,p
False,False,0.781,0.647,n
False,False,0.185,0.420,n
False,False,0.516,0.711,n
False,False,0.745,0.349,n
False,False,0.809,0.718,n
True,True,0.430,0.547,p
False,False,0.291,0.231,n
True,False,0.761,0.445,p
False,False,0.624,0.139,n
True,False,0.658,0.632,n
False,False,0.528,0.645,n
True,False,0.864,0.737,p
True,True,0.684,0.734,p
False,False,0.398,0.616,n
False,True,0.232,0.573,p
False,False,0.902,0.678,n
False,False,0.641,0.283,n
False,True,0.397,0.766,n
False,False,0.230,0.744,p
False,False,0.601,0.311,n
True,True,0.718,0.950,p
True,True,0.311,0.907,p
False,True,0.249,0.061,p
True,True,0.722,0.317,p
False,True,0.435,0.892,n
False,True,0.526,0.510,n
True,True,0.743,0.493,p
True,False,0.015,0.455,p
False,False,0.924,0.044,p
False,True,0.820,0.975,n
True,False,0.593,0.190,p
True,False,0.922,0.333,n
False,False,0.258,0.295,n
True,False,0.350,0.517,n
False,True,0.067,0.887,n
False,False,0.936,0.379,n
False,True,0.324,0.064,p
False,False,0.410,0.098,n
False,True,0.180,0.702,p
True,True,0.611,0.446,p
True,True,0.501,0.546,p
False,False,0.145,0.444,n
False,True,0.137,0.352,p
True,False,0.235,0.803,n
True,False,0.731,0.940,n
True,False,0.221,0.068,p
False,False,0.616,0.609,n
True,False,0.685,0.972,p
True,True,0.849,0.792,p
False,False,0.396,0.828,n
True,True,0.767,0.603,p
False,False,0.373,0.528,n
True,False,0.445,0.416,n
False,False,0.627,0.609,n
True,False,0.343,0.784,n
True,False,0.251,0.646,p
False,False,0.381,0.856,p
True,False,0.562,0.231,p
True,False,0.207,0.201,n
True,True,0.940,0.557,p
False,False,0.297,0.483,n
False,False,0.378,0.098,n
True,False,0.927,0.482,p
False,False,0.777,0.439,n
True,False,0.864,0.295,p
False,False,0.598,0.239,n
True,False,0.947,0.770,n
True,True,0.688,0.310,p
True,False,0.718,0.613,p
True,False,0.902,0.544,p
True,False,0.869,0.475,p
True,True,0.707,0.692,p
False,True,0.475,0.546,n
False,False,0.908,0.251,n
True,False,0.438,0.110,p
False,True,0.402,0.465,n
True,False,0.384,0.578,n
True,True,0.236,0.024,p
False,False,0.385,0.858,n
False,True,0.411,0.125,n
False,False,0.337,0.314,n
False,True,0.739,0.565,n
False,False,0.201,0.274,n
True,False,0.726,0.417,p
False,False,0.593,0.472,n
False,True,0.469,0.350,n
True,False,0.254,0.010,n
True,True,0.754,0.417,p
False,True,0.515,0.896,n
True,False,0.900,0.480,p
True,True,0.624,0.646,p
False,False,0.918,0.745,n
False,False,0.865,0.777,n
True,False,0.390,0.910,n
False,False,0.186,0.143,n
False,True,0.510,0.358,n
False,True,0.616,0.149,p
False,True,0.845,0.411,p
True,True,0.116,0.094,p
False,True,0.885,0.792,n
False,True,0.772,0.496,p
False,True,0.514,0.963,n
False,False,0.025,0.039,p
False,False,0.892,0.804,n
True,False,0.618,0.500,n
False,True,0.892,0.888,n
True,False,0.262,0.296,n
True,True,0.742,0.807,p
True,True,0.557,0.276,p
False,False,0.507,0.637,n
True,True,0.882,0.178,p
True,True,0.416,0.225,p
True,False,0.416,0.162,p
False,True,0.296,0.474,p
False,False,0.568,0.662,p
True,True,0.693,0.838,p
False,True,0.224,0.338,p
False,True,0.890,0.836,n
False,True,0.801,0.206,p
True,True,0.471,0.546,p
False,True,0.871,0.385,p
True,False,0.882,0.202,p
True,False,0.374,0.897,n
False,True,0.109,0.202,p
False,False,0.095,0.022,n
False,False,0.635,0.842,n
True,False,0.911,0.285,n
False,True,0.210,0.794,n
True,False,0.080,0.887,n
False,True,0.292,0.505,p
False,False,0.076,0.432,n
False,False,0.897,0.495,n
False,True,0.864,0.171,p
True,True,0.330,0.296,p
True,False,0.962,0.633,n
True,False,0.928,0.669,p
False,True,0.521,0.870,n
True,True,0.764,0.313,p
False,False,0.217,0.787,n
False,False,0.248,0.146,n
True,True,0.751,0.293,p
False,False,0.032,0.373,n
False,True,0.800,0.487,p
True,False,0.030,0.948,n
True,False,0.799,0.696,p
False,False,0.549,0.115,n
False,False,0.330,0.654,n
True,False,0.704,0.421,p
False,False,0.740,0.635,n
True,True,0.473,0.938,p
True,True,0.505,0.402,n
True,True,0.890,0.529,p
False,True,0.746,0.834,n
True,False,0.922,0.466,p
False,False,0.235,0.369,p
False,False,0.951,0.813,n
True,False,0.009,0.312,p
False,True,0.743,0.276,p
False,True,0.531,0.668,n
False,True,0.702,0.694,n
True,True,0.812,0.465,p
False,False,0.705,0.353,n
False,True,0.837,0.665,p
True,False,0.124,0.308,n
True,False,0.507,0.435,n
False,True,0.481,0.155,p
True,True,0.813,0.448,p
False,True,0.950,0.061,p
True,True,0.050,0.240,p
True,False,0.308,0.281,n
True,True,0.067,0.403,p
True,True,0.651,0.872,n
True,False,0.911,0.259,p
False,True,0.309,0.007,p
True,True,0.387,0.931,p
True,True,0.335,0.743,p
False,False,0.792,0.837,n
True,False,0.466,0.262,n
False,True,0.404,0.934,n
False,True,0.812,0.759,p
True,False,0.410,0.386,n
False,False,0.033,0.597,n
False,True,0.283,0.541,p
True,True,0.382,0.283,p
True,True,0.252,0.292,p
False,False,0.827,0.814,n
False,False,0.745,0.999,p
True,False,0.432,0.225,p
False,True,0.579,0.027,p
True,True,0.778,0.136,p
False,True,0.078,0.079,p
True,True,0.907,0.904,p
False,True,0.738,0.312,p
False,False,0.630,0.242,p
False,True,0.895,0.350,p
True,True,0.235,0.550,p
False,True,0.918,0.237,p
False,True,0.403,0.344,n
True,True,0.128,0.646,p
True,True,0.822,0.602,p
False,False,0.067,0.620,n
True,False,0.706,0.952,n
True,False,0.984,0.450,p
True,True,0.479,0.488,n
True,True,0.363,0.897,n
False,True,0.427,0.884,n
True,True,0.298,0.409,n
False,True,0.872,0.880,n
False,True,0.976,0.745,n
False,True,0.438,0.428,n
True,False,0.997,0.770,n
False,False,0.516,0.875,p
True,False,0.388,0.266,n
True,True,0.864,0.127,p
False,False,0.176,0.653,n
True,True,0.482,0.256,p
False,False,0.841,0.677,n
False,False,0.479,0.079,n
True,True,0.269,0.175,n
False,False,0.891,0.713,n
False,True,0.358,0.934,n
True,False,0.848,0.921,n
False,False,0.582,0.429,n
False,False,0.719,0.936,p
False,True,0.911,0.967,n
True,True,0.709,0.768,n
True,False,0.569,0.714,n
False,False,0.537,0.806,n
False,True,0.950,0.987,n
False,True,0.470,0.340,n
False,False,0.621,0.994,p
False,False,0.311,0.283,n
False,True,0.996,0.519,n
False,False,0.563,0.479,n
False,False,0.309,0.520,n
True,False,0.148,0.436,p
False,True,0.274,0.967,n
True,True,0.342,0.599,n
True,False,0.844,0.574,p
False,False,0.801,0.923,n
True,False,0.507,0.750,n
False,False,0.763,0.771,n
True,True,0.839,0.159,p
False,False,0.945,0.308,n
True,True,0.720,0.651,p
True,False,0.284,0.684,n
True,True,0.611,0.718,n
False,True,0.722,0.137,p
True,False,0.641,0.892,n
True,True,0.048,0.626,p
False,True,0.523,0.839,n
True,False,0.540,0.257,n
False,True,0.466,0.030,p
True,False,0.818,0.325,p
True,False,0.623,0.699,n
False,False,0.592,0.415,n
False,False,0.415,0.633,n
False,False,0.302,0.991,p
False,False,0.295,0.364,n
True,False,0.361,0.230,p
False,True,0.434,0.387,n
True,True,0.803,0.812,p
False,True,0.263,0.390,p
False,False,0.741,0.225,p
True,False,0.407,0.709,n
True,False,0.584,0.203,p
False,False,0.299,0.936,n
True,True,0.142,0.159,p
False,True,0.524,0.873,n
True,False,0.815,0.209,p
True,True,0.900,0.128,p
False,False,0.709,0.301,n
True,False,0.617,0.707,n
False,False,0.789,0.448,n
False,True,0.847,0.747,p
True,False,0.720,0.901,n
True,False,0.103,0.501,p
False,True,0.375,0.855,p
True,True,0.218,0.989,p
True,True,0.819,0.809,p
True,True,0.670,0.984,p
False,False,0.684,0.565,n
True,False,0.311,0.293,p
False,True,0.083,0.315,p
False,True,0.688,0.163,p
True,False,0.724,0.351,n
False,False,0.190,0.596,n
True,True,0.431,0.760,p
True,False,0.767,0.447,p
True,True,0.056,0.343,p
True,True,0.881,0.436,p
True,True,0.283,0.893,p
False,False,0.089,0.652,n
False,True,0.108,0.820,n
False,True,0.463,0.487,n
True,False,0.048,0.525,p
False,False,0.331,0.973,n
True,False,0.175,0.915,n
False,False,0.239,0.170,n
False,False,0.392,0.272,n
True,False,0.139,0.053,p
True,True,0.899,0.056,p
True,False,0.317,0.993,n
True,False,0.540,0.854,p
True,False,0.274,0.694,n
False,True,0.772,0.298,p
False,False,0.729,0.411,n
False,False,0.697,0.869,n
False,False,0.773,0.294,n
False,False,0.251,0.469,n
False,True,0.687,0.484,p
True,False,0.215,0.933,n
False,False,0.682,0.269,n
False,True,0.906,0.449,p
False,False,0.686,0.980,n
True,True,0.637,0.631,p
False,False,0.776,0.633,n
False,False,0.090,0.581,n
False,False,0.916,0.517,n
False,True,0.892,0.333,p
True,True,0.815,0.732,p
False,False,0.723,0.516,n
False,True,0.037,0.864,n
False,True,0.855,0.199,n
False,False,0.905,0.320,n
False,False,0.730,0.342,n
True,True,0.614,0.779,p
False,True,0.013,0.354,p
False,True,0.479,0.592,n
True,True,0.883,0.320,p
False,True,0.307,0.028,p
True,False,0.223,0.535,p
True,True,0.653,0.435,p
False,False,0.976,0.316,n
False,True,0.638,0.990,n
False,False,0.105,0.312,n
False,False,0.649,0.070,n
False,True,0.342,0.871,n
True,False,0.318,0.934,n
True,False,0.714,0.075,p
False,False,0.929,0.004,p
False,False,0.793,0.902,n
False,True,0.582,0.297,n
False,False,0.510,0.888,n
True,True,0.485,0.550,p
False,False,0.845,0.062,n
False,True,0.034,0.621,n
True,False,0.234,0.969,n
True,False,0.982,0.636,n
False,True,0.745,0.761,n
False,True,0.194,0.086,p
False,True,0.388,0.046,p
True,True,0.920,0.190,p
True,True,0.872,0.176,n
True,False,0.054,0.881,n
True,False,0.572,0.129,p
True,False,0.369,0.492,n
True,True,0.073,0.362,p
False,True,0.609,0.733,n
True,True,0.192,0.202,p
False,True,0.107,0.732,p
True,False,0.658,0.357,p
False,False,0.343,0.773,n
True,True,0.221,0.786,p
False,False,0.256,0.023,n
False,True,0.836,0.834,n
True,False,0.389,0.451,n
False,False,0.682,0.849,n
False,True,0.133,0.709,p
False,True,0.996,0.343,p
False,True,0.624,0.250,p
False,False,0.520,0.702,p
True,False,0.253,0.578,p
True,False,0.206,0.597,p
True,True,0.846,0.178,p
False,True,0.947,0.787,n
False,True,0.688,0.569,n
True,True,0.491,0.020,p
False,True,0.607,0.607,p
True,True,0.271,0.409,p
True,True,0.306,0.203,p
True,True,0.622,0.401,p
False,False,0.252,0.951,n
False,True,0.696,0.157,n
True,True,0.409,0.627,p
True,True,0.155,0.174,n
False,False,0.455,0.675,n
False,True,0.454,0.167,p
False,False,0.957,0.680,n
False,False,0.277,0.208,n
False,False,0.266,0.197,n
False,False,0.563,0.973,p
False,True,0.172,0.291,n
True,False,0.829,0.274,p
True,False,0.005,0.898,n
False,False,0.686,0.096,n
True,False,0.641,0.448,p
False,False,0.102,0.741,n
False,True,0.343,0.834,n
True,True,0.484,0.761,p
False,False,0.169,0.121,n
True,True,0.057,0.372,p
True,False,0.892,0.174,p
True,True,0.083,0.655,p
True,False,0.206,0.626,p
False,False,0.827,0.922,n
True,False,0.034,0.406,p
False,True,0.682,0.376,p
False,False,0.106,0.150,n
False,False,0.674,0.142,n
True,False,0.502,0.054,p
False,False,0.269,0.315,n
False,False,0.121,0.597,n
False,False,0.091,0.513,n
True,True,0.603,0.848,p
False,False,0.561,0.079,n
True,True,0.235,0.703,p
True,True,0.276,0.528,p
False,False,0.313,0.570,p
True,False,0.775,0.342,p
True,False,0.539,0.596,n
False,False,0.580,0.912,n
True,False,0.995,0.773,n
False,True,0.761,0.471,p
False,False,0.277,0.432,n
False,True,0.384,0.933,n
True,True,0.535,0.929,p
False,True,0.873,0.840,n
False,False,0.666,0.670,n
False,False,0.380,0.572,p
True,True,0.520,0.312,p
False,True,0.052,0.224,p
True,False,0.029,0.027,p
False,True,0.120,0.821,n
True,True,0.874,0.110,p
False,False,0.868,0.060,p
False,True,0.538,0.196,p
True,True,0.320,0.576,p
True,True,0.892,0.718,p
True,True,0.170,0.182,p
False,False,0.096,0.188,n
True,True,0.486,0.892,p
True,False,0.184,0.630,p
True,False,0.146,0.232,n
False,False,0.989,0.181,n
True,False,0.379,0.226,p
False,False,0.167,0.863,n
True,True,0.259,0.077,p
False,True,0.967,0.494,p
False,False,0.158,0.336,n
False,True,0.158,0.543,p
False,False,0.449,0.752,n
False,True,0.335,0.670,n
False,True,0.007,0.109,p
False,True,0.271,0.324,p
False,False,0.796,0.514,n
False,True,0.695,0.898,n
True,True,0.040,0.657,p
False,False,0.165,0.722,n
False,True,0.597,0.594,n
True,True,0.160,0.549,p
False,True,0.677,0.049,p
True,False,0.431,0.856,n
False,False,0.972,0.833,n
True,False,0.228,0.979,n
False,False,0.265,0.830,n
False,False,0.344,0.058,p
True,True,0.019,0.985,p
False,False,0.037,0.012,n
False,False,0.841,0.613,n
True,True,0.525,0.046,p
False,True,0.294,0.946,n
False,False,0.650,0.992,n
False,True,0.831,0.659,p
False,False,0.302,0.428,n
True,False,0.494,0.550,n
False,True,0.944,0.122,p
True,True,0.008,0.213,p
False,True,0.673,0.114,p
True,False,0.938,0.048,p
False,False,0.796,0.110,n
False,False,0.209,0.817,n
True,True,0.068,0.243,p
True,False,0.582,0.040,p
True,True,0.236,0.891,p
False,False,0.435,0.905,n
True,False,0.510,0.160,n
False,False,0.512,0.570,p
False,True,0.756,0.519,p
True,False,0.830,0.648,p
False,False,0.103,0.209,n
False,True,0.508,0.733,n
True,True,0.887,0.740,p
False,True,0.455,0.947,n
False,False,0.359,0.155,n
True,True,0.518,0.851,p
False,False,0.767,0.011,n
True,True,0.897,0.535,p
False,False,0.531,0.200,n
False,False,0.685,0.539,n
False,True,0.303,0.876,n
False,False,0.593,0.235,n
True,False,0.678,0.652,n
True,False,0.713,0.576,p
False,False,0.767,0.300,n
False,False,0.384,0.180,n
False,False,0.730,0.141,n
True,False,0.372,0.954,p
False,True,0.089,0.208,p
False,False,0.185,0.884,n
False,True,0.372,0.558,n
True,True,0.084,0.123,p
False,True,0.573,0.867,n
False,False,0.222,0.951,n
False,True,0.023,0.109,n
True,True,0.008,0.304,n
True,True,0.231,0.818,p
True,False,0.399,0.806,n
True,False,0.421,0.150,p
True,False,0.645,0.578,p
False,False,0.865,0.357,n
True,False,0.423,0.777,n
True,False,0.466,0.386,n
True,False,0.587,0.783,n
True,False,0.457,0.671,n
True,False,0.370,0.168,p
True,False,0.309,0.895,n
False,False,0.794,0.031,n
True,True,0.881,0.857,n
False,False,0.222,0.885,n
False,True,0.757,0.768,n
False,False,0.035,0.245,n
False,False,0.682,0.610,n
False,False,0.700,0.231,n
True,True,0.097,0.498,p
False,False,0.300,0.740,n
True,True,0.214,0.693,p
True,True,0.200,0.606,p
True,False,0.983,0.179,p
False,False,0.671,0.743,n
False,False,0.054,0.395,n
False,False,0.935,0.270,n
False,True,0.255,0.965,n
False,False,0.899,0.173,n
True,True,0.515,0.914,p
False,False,0.712,0.232,n
False,False,0.753,0.456,n
True,False,0.982,0.265,p
False,False,0.355,0.882,n
True,False,0.476,0.887,n
False,False,0.901,0.954,n
False,True,0.063,0.457,p
False,True,0.567,0.955,n
False,False,0.256,0.046,p
False,True,0.784,0.970,n
True,False,0.454,0.086,p
False,True,0.792,0.591,p
True,False,0.952,0.499,p
True,False,0.666,0.711,n
True,True,0.389,0.613,p
False,True,0.454,0.295,n
False,False,0.709,0.606,n
True,False,0.786,0.560,p
False,True,0.047,0.082,p
False,False,0.184,0.674,n
True,True,0.287,0.164,p
True,False,0.521,0.741,n
True,False,0.129,0.301,n
False,True,0.236,0.604,p
True,False,0.229,0.001,n
True,True,0.798,0.204,p
False,False,0.069,0.941,n
False,False,0.540,0.238,n
True,False,0.098,0.362,p
True,False,0.842,0.199,n
True,False,0.514,0.989,n
True,False,0.084,0.527,p
False,False,0.035,0.758,n
True,False,0.618,0.015,p
False,False,0.718,0.595,p
True,True,0.716,0.387,p
True,True,0.849,0.352,p
True,True,0.266,0.314,p
False,False,0.008,0.095,n
True,False,0.163,0.721,p
False,False,0.424,0.066,n
False,True,0.169,0.941,n
False,True,0.631,0.080,p
False,True,0.434,0.772,n
False,False,0.652,0.044,n
True,True,0.240,0.267,n
False,False,0.747,0.941,n
False,True,0.387,0.480,n
True,False,0.260,0.508,p
False,False,0.327,0.005,n
True,False,0.654,0.580,n
True,True,0.895,0.672,p
False,True,0.976,0.074,p
True,False,0.633,0.350,p
True,True,0.033,0.003,p
True,False,0.595,0.982,n
False,True,0.649,0.518,n
False,False,0.837,0.119,n
True,True,0.936,0.587,p
False,False,0.088,0.570,n
False,False,0.576,0.139,n
False,True,0.571,0.364,n
True,False,0.603,0.893,n
False,True,0.929,0.619,p
True,False,0.924,0.244,p
True,True,0.719,0.901,p
False,False,0.289,0.530,n
True,False,0.937,0.451,p
True,False,0.929,0.254,p
True,True,0.003,0.468,p
False,False,0.115,0.020,n
False,False,0.066,0.469,n
True,False,0.146,0.997,n
True,True,0.059,0.094,p
False,True,0.702,0.982,n
False,True,0.440,0.364,n
False,False,0.021,0.192,n
False,False,0.757,0.102,n
False,False,0.388,0.569,n
False,False,0.451,0.050,p
True,False,0.354,0.470,n
True,False,0.151,0.760,p
True,False,0.081,0.345,p
False,False,0.908,0.853,n
False,True,0.084,0.445,p
False,True,0.023,0.879,n
False,True,0.024,0.347,p
True,False,0.345,0.637,n
True,True,0.130,0.413,p
False,False,0.351,0.237,p
True,True,0.374,0.913,p
False,True,0.909,0.163,p
False,True,0.155,0.887,n
False,True,0.079,0.877,n
True,False,0.517,0.700,n
False,False,0.924,0.737,n
False,False,0.451,0.614,n
False,True,0.612,0.476,n
False,False,0.727,0.774,n
True,True,0.078,0.335,p
True,True,0.913,0.296,p
False,True,0.444,0.777,n
False,True,0.685,0.206,p
True,False,0.402,0.211,n
False,False,0.980,0.031,n
False,True,0.175,0.827,p
False,False,0.393,0.078,n
False,True,0.638,0.901,n
False,True,0.072,0.236,p
False,True,0.162,0.713,n
True,False,0.611,0.640,n
False,True,0.904,0.590,p
True,True,0.588,0.079,p
False,True,0.367,0.135,n
True,True,0.046,0.583,p
True,True,0.763,0.565,p
True,False,0.083,0.391,p
False,False,0.666,0.111,n
False,False,0.685,0.996,n
False,True,0.185,0.022,p
False,True,0.867,0.864,n
True,False,0.398,0.641,n
False,True,0.590,0.902,n
False,False,0.573,0.193,p
True,True,0.893,0.157,n
False,True,0.944,0.330,p
False,True,0.780,0.637,p
True,False,0.046,0.956,n
False,True,0.709,0.242,p
True,False,0.633,0.905,n
True,False,0.835,0.666,p
True,False,0.098,0.792,n
True,True,0.183,0.563,p
False,False,0.282,0.786,n
True,True,0.254,0.937,p
False,True,0.125,0.085,p
True,False,0.122,0.712,p
False,False,0.352,0.789,p
True,True,0.817,0.627,p
False,True,0.270,0.663,p
False,False,0.252,0.189,n
False,False,0.883,0.327,n
False,False,0.999,0.861,n
False,True,0.458,0.647,n
False,False,0.176,0.560,n
True,False,0.183,0.327,p
True,True,0.607,0.830,p
False,True,0.525,0.618,n
False,False,0.271,0.048,p
False,False,0.765,0.137,n
False,False,0.823,0.087,n
True,False,0.236,0.231,p
True,False,0.800,0.994,n
True,False,0.865,0.294,n
True,True,0.586,0.644,p
False,False,0.893,0.199,n
False,True,0.585,0.931,n
True,False,0.949,0.865,n
True,False,0.194,0.666,p
False,False,0.040,0.957,n
True,False,0.698,0.993,n
True,False,0.274,0.191,p
True,True,0.506,0.554,p
True,False,0.799,0.996,n
True,False,0.829,0.776,p
False,True,0.115,0.576,p
False,False,0.999,0.606,n
True,True,0.976,0.035,p
False,True,0.621,0.983,n
True,False,0.303,0.855,n
False,True,0.159,0.637,p
True,True,0.466,0.298,p
True,True,0.867,0.026,p
False,True,0.110,0.102,p
True,True,0.251,0.801,n
False,True,0.422,0.590,n
True,True,0.411,0.598,p
True,False,0.595,0.574,n
False,False,0.210,0.362,n
True,False,0.940,0.935,n
False,True,0.472,0.991,n
True,False,0.164,0.314,p
True,True,0.247,0.779,p
False,False,0.649,0.706,n
True,True,0.391,0.690,p
False,False,0.226,0.948,n
False,False,0.055,0.644,n
True,False,0.556,0.926,n
False,False,0.491,0.676,n
False,True,0.646,0.623,n
False,True,0.001,0.037,p
